gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol,significant,direction
2811,23.64613545509475,-0.01613493561824981,0.31539752910513547,-0.10075108234892553,0.9197480597909732,0.9635482468088996,GP1BA,False,down
8402,720.0689737868049,-0.06454427729053638,0.10686887854434707,-0.6526326217428373,0.5139931496065235,0.7097549920947727,SLC25A11,False,down
26001,1685.157686201098,0.17193618040802083,0.10088314315268185,1.8163129646084926,0.06932237762277045,0.18504922563998175,RNF167,False,up
5216,7896.961867205802,0.25131881992211275,0.11233195581553405,2.411392606621121,0.015891731254712396,0.058577621062198056,PFN1,False,up
2027,98.01520571484699,0.41511137635127876,0.22287172077762726,2.329820669057594,0.01981563127183603,0.06976121505314473,ENO3,False,up
9552,989.7446311785825,0.12622541356824493,0.10633498578223634,1.278154294875452,0.20119502793009525,0.3970974016456215,SPAG7,False,up
23125,1462.0968797912558,0.09882016638530991,0.09672976991725696,1.0830448514274555,0.27878851556589335,0.48974861959874066,CAMTA2,False,up
101927979,121.62874506720638,0.00037901256475417054,0.17517796505236208,0.0012287364426561264,0.9990196104098065,0.999586088458446,CAMTA2-AS1,False,up
388324,67.69231126296978,0.05561541099079753,0.21639320201935494,0.3464637682930827,0.728994208739892,0.8623102798483625,INCA1,False,up
10749,9730.838378936354,0.4944998620002209,0.08978706762686939,5.699760683618121,1.1997573218958446e-08,1.9106384608252663e-07,KIF1C,False,up
102724009,317.2398859618511,0.30178778073645735,0.14905993787569016,2.3004810698603264,0.021420980548716797,0.07424591067598847,KIF1C-AS1,False,up
105371502,12.679164915900763,0.2522654854805639,0.44709540978240403,1.4187335079266987,0.1559767243358899,0.3340947049951681,LOC105371502,False,up
105371501,6.7266149124743695,0.3307063133751076,0.6014531821228531,1.9378926717850329,0.05263631821991474,0.15050770425404983,LOC105371501,False,up
124961,149.57485934724855,-0.029722295680901057,0.1639617908315346,-0.21606025570183737,0.8289407793382868,0.9169181651861429,ZFP3,False,down
7775,115.96466657884062,-0.0021259653164554895,0.17872678260971736,-0.015986979371340637,0.9872447793253917,0.9948400383873147,ZNF232,False,down
101928000,27.256951433434267,0.3008640563298085,0.3468540650345457,1.528900465089545,0.12628912094520836,0.2883766012103811,ZNF232-AS1,False,up
9098,50.591199899184176,0.24012147794483646,0.2741433776444533,1.3181275187055537,0.18746096384620692,0.37814494075503285,USP6,False,up
84622,213.60037944937756,-0.30159618285762757,0.15595619105745226,-2.2103874583192296,0.027078283468128204,0.08984593208441846,ZNF594,False,down
100130950,26.108963694858517,-0.2625831431914514,0.3319140981654056,-1.3836315126477954,0.16647131405100113,0.34881919006653095,ZNF594-DT,False,down
388325,15.220509818585043,-0.28300745134949096,0.43025652975764295,-1.5079000557553677,0.13158010838978088,0.2967256396045506,SCIMP,False,down
9135,2309.149305972044,-0.004894879336643713,0.09412958090235954,-0.056302573121951076,0.955100769033516,0.9803811519759682,RABEP1,False,down
